mode,N_shots,n_pts,median_seed,slice_axis,u_proj,Q_obs,σ_obs,Q_true_proj,Q_det_proj,μ_GP_proj,σ_GP_proj
fixed,50,250,34,fcl,0.487734,0.000000,0.000000,0.000000,0.637517,-0.000084,0.003271
fixed,50,250,34,fcl,-0.319201,0.000000,0.000000,0.298090,0.277387,0.000151,0.002603
fixed,50,250,34,fcl,0.452803,0.000000,0.000000,0.000000,0.658398,-0.000069,0.003352
fixed,50,250,34,fcl,-0.114994,0.880000,0.045957,0.772215,0.885008,0.000596,0.003140
fixed,50,250,34,fcl,-0.091337,0.060000,0.033586,0.850321,0.929282,0.000641,0.003271
fixed,50,250,34,fcl,-0.616932,0.000000,0.000000,0.000000,0.497559,-0.000013,0.001511
fixed,50,250,34,fcl,-0.119856,0.080000,0.038367,0.754505,0.874351,0.000586,0.003114
fixed,50,250,34,fcl,-0.059831,0.140000,0.049071,0.934400,0.971197,0.000687,0.003446
fixed,50,250,34,fcl,0.502152,0.000000,0.000000,0.000000,0.629303,-0.000087,0.003229
fixed,50,250,34,fcl,-0.779467,0.400000,0.069282,0.000000,0.410396,-0.000035,0.002105
fixed,50,250,34,fsb,0.623046,0.000000,0.000000,0.261450,0.853335,0.000042,0.002907
fixed,50,250,34,fsb,-0.001183,0.000000,0.000000,0.998438,0.999726,0.000722,0.003703
fixed,50,250,34,fsb,-0.656438,0.000000,0.000000,0.000000,0.498809,-0.000029,0.003039
fixed,50,250,34,fsb,0.999642,0.000000,0.000000,0.000000,0.759883,0.000215,0.005177
fixed,50,250,34,fsb,-0.186863,0.000000,0.000000,0.000000,0.635187,0.000344,0.002883
fixed,50,250,34,fsb,0.284769,0.000000,0.000000,0.207712,0.780161,0.000421,0.003168
fixed,50,250,34,fsb,0.209561,0.160000,0.051846,0.286937,0.813106,0.000608,0.003564
fixed,50,250,34,fsb,-0.400302,0.000000,0.000000,0.004477,0.500007,0.000067,0.002306
fixed,50,250,34,fsb,-0.231322,0.000000,0.000000,0.000000,0.549723,0.000260,0.002836
fixed,50,250,34,fsb,-0.530924,0.000000,0.000000,0.030244,0.498830,0.000000,0.002076
fixed,50,250,34,fsb,0.680063,0.000000,0.000000,0.201293,0.865349,0.000052,0.002962
fixed,50,250,34,fsb,0.819425,0.000000,0.000000,0.000000,0.842503,0.000084,0.003464
fixed,50,250,34,fsb,-0.882864,0.000000,0.000000,0.000000,0.499270,-0.000004,0.003642
fixed,50,250,34,fsb,-0.783756,0.000000,0.000000,0.000000,0.499983,-0.000033,0.003525
fixed,50,250,34,fsb,-0.355434,0.000000,0.000000,0.000000,0.499903,0.000102,0.002550
fixed,50,250,34,fsb,-0.292272,0.060000,0.033586,0.000000,0.504520,0.000170,0.002763
fixed,50,250,34,fsb,-0.521451,0.000000,0.000000,0.023888,0.498938,0.000004,0.002030
fixed,50,250,34,fsb,-0.176891,0.000000,0.000000,0.000000,0.660021,0.000364,0.002901
fixed,50,250,34,fsb,-0.313756,0.000000,0.000000,0.000000,0.501110,0.000144,0.002711
fixed,50,250,34,fsb,-0.476043,0.000000,0.000000,0.000000,0.499474,0.000023,0.001967
fixed,50,250,34,fsb,0.447155,0.000000,0.000000,0.219336,0.792596,0.000104,0.002806
fixed,50,250,34,fsb,-0.824181,0.000000,0.000000,0.000000,0.499875,-0.000027,0.003567
fixed,50,250,34,fsb,-0.921554,0.000000,0.000000,0.000000,0.498942,0.000026,0.003761
fixed,50,250,34,fsb,-0.181306,0.000000,0.000000,0.000000,0.648952,0.000355,0.002893
fixed,50,250,34,fsb,-0.622377,0.000000,0.000000,0.060171,0.498488,-0.000024,0.002783
fixed,50,250,34,fsb,-0.236774,0.000000,0.000000,0.000000,0.542236,0.000251,0.002831
fixed,50,250,34,fsb,0.480632,0.000000,0.000000,0.238438,0.803159,0.000073,0.002815
fixed,50,250,34,fsb,-0.287928,0.240000,0.060399,0.000000,0.505616,0.000176,0.002772
fixed,50,250,34,fsb,-0.352141,0.000000,0.000000,0.000000,0.499906,0.000105,0.002566
fixed,50,250,34,fsb,-0.610688,0.000000,0.000000,0.077503,0.498420,-0.000022,0.002687
fixed,50,250,34,fsb,0.093926,0.000000,0.000000,0.657748,0.927077,0.000770,0.003921
fixed,50,250,34,fsb,0.981337,0.000000,0.000000,0.000000,0.766411,0.000191,0.004958
fixed,50,250,34,fsb,-0.601798,0.160000,0.051846,0.082863,0.498393,-0.000020,0.002612
fixed,50,250,34,fsb,0.113748,0.000000,0.000000,0.572516,0.903971,0.000759,0.003905
fixed,50,250,34,fsb,-0.379420,0.000000,0.000000,0.003522,0.499977,0.000082,0.002426
fixed,50,250,34,fsb,-0.030450,0.000000,0.000000,0.941823,0.988755,0.000677,0.003557
fixed,50,250,34,fsb,0.936842,0.000000,0.000000,0.000000,0.785381,0.000145,0.004465
fixed,50,250,34,fsb,0.669871,0.000000,0.000000,0.213773,0.863959,0.000050,0.002949
fixed,50,250,34,fsb,0.592231,0.400000,0.069282,0.268190,0.843558,0.000039,0.002886
fixed,50,250,34,fsb,-0.987862,0.020000,0.019799,0.087536,0.498388,0.000114,0.004204
fixed,50,250,34,fsb,-0.220038,0.000000,0.000000,0.000000,0.567040,0.000280,0.002845
fixed,50,250,34,fsb,-0.932194,0.000000,0.000000,0.000000,0.498836,0.000036,0.003810
fixed,50,250,34,fsb,0.040247,0.000000,0.000000,0.909004,0.982134,0.000763,0.003854
fixed,50,250,34,fsb,-0.757660,0.000000,0.000000,0.000000,0.499780,-0.000034,0.003481
fixed,50,250,34,fsb,-0.008541,0.440000,0.070200,0.995126,0.999063,0.000712,0.003669
fixed,50,250,34,fsb,-0.137364,0.000000,0.000000,0.134363,0.769210,0.000450,0.003012
fixed,50,250,34,fsb,-0.188588,0.000000,0.000000,0.000000,0.631167,0.000340,0.002880
fixed,50,250,34,fsb,-0.177044,0.200000,0.056569,0.000000,0.659637,0.000364,0.002901
fixed,50,250,34,fsb,-0.061002,0.000000,0.000000,0.765581,0.952278,0.000619,0.003388
fixed,50,250,34,fsb,0.104530,0.000000,0.000000,0.608316,0.914700,0.000765,0.003915
fixed,50,250,34,fsb,0.262240,0.000000,0.000000,0.220639,0.786630,0.000479,0.003282
fixed,50,250,34,fsb,0.942503,0.000000,0.000000,0.000000,0.782757,0.000150,0.004525
fixed,50,250,34,fsb,-0.177945,0.000000,0.000000,0.000000,0.657380,0.000362,0.002899
fixed,50,250,34,fsb,0.975772,0.000000,0.000000,0.000000,0.768565,0.000184,0.004893
fixed,50,250,34,fsb,-0.019383,0.000000,0.000000,0.977056,0.995557,0.000696,0.003615
fixed,50,250,34,fsb,-0.202830,0.000000,0.000000,0.000000,0.599400,0.000312,0.002861
fixed,50,250,34,fsb,-0.555806,0.000000,0.000000,0.059286,0.498577,-0.000008,0.002236
fixed,50,250,34,fsb,-0.092622,0.000000,0.000000,0.489613,0.888771,0.000552,0.003215
fixed,50,250,34,fsb,0.203369,0.040000,0.027713,0.298439,0.817346,0.000621,0.003596
fixed,50,250,34,fsb,0.039850,0.900000,0.042426,0.910491,0.982443,0.000763,0.003853
fixed,50,250,34,fsb,0.657106,0.000000,0.000000,0.231991,0.861714,0.000047,0.002935
fixed,50,250,34,fsb,-0.035518,0.000000,0.000000,0.921272,0.984818,0.000668,0.003530
fixed,50,250,34,fsb,0.888399,0.000000,0.000000,0.000000,0.809361,0.000112,0.003995
fixed,50,250,34,fsb,-0.643781,0.000000,0.000000,0.009804,0.498679,-0.000027,0.002949
fixed,50,250,34,fsb,-0.656779,0.000000,0.000000,0.000000,0.498813,-0.000029,0.003041
fixed,50,250,34,fsb,0.937024,0.000000,0.000000,0.000000,0.785295,0.000145,0.004467
fixed,50,250,34,fsb,0.489467,0.000000,0.000000,0.239046,0.806177,0.000067,0.002819
fixed,50,250,34,fsb,0.016064,0.000000,0.000000,0.981084,0.996562,0.000743,0.003775
fixed,50,250,34,fsb,-0.700201,0.000000,0.000000,0.000000,0.499204,-0.000033,0.003290
fixed,50,250,34,fsb,-0.351692,0.000000,0.000000,0.000000,0.499907,0.000106,0.002568
fixed,50,250,34,fsb,-0.537909,0.000000,0.000000,0.040360,0.498753,-0.000002,0.002115
fixed,50,250,34,fsb,-0.061432,0.000000,0.000000,0.762425,0.951591,0.000619,0.003386
fixed,50,250,34,fsb,-0.263632,0.000000,0.000000,0.000000,0.516901,0.000209,0.002807
fixed,50,250,34,fsb,-0.364387,0.180000,0.054332,0.000000,0.499924,0.000095,0.002506
fixed,50,250,34,fsb,0.867540,0.000000,0.000000,0.000000,0.819939,0.000101,0.003816
fixed,50,250,34,fsb,0.339688,0.060000,0.033586,0.198325,0.774564,0.000288,0.002947
fixed,50,250,34,fsb,-0.725036,0.000000,0.000000,0.000000,0.499423,-0.000034,0.003391
fixed,50,250,34,fsb,-0.892669,0.000000,0.000000,0.000000,0.499189,0.000003,0.003665
fixed,50,250,34,fsb,0.391044,0.000000,0.000000,0.200085,0.779451,0.000184,0.002838
fixed,50,250,34,fsb,0.683788,0.000000,0.000000,0.195792,0.865742,0.000053,0.002967
fixed,50,250,34,fsb,-0.976877,0.000000,0.000000,0.075429,0.498433,0.000095,0.004106
fixed,50,250,34,fsb,0.022781,0.240000,0.060399,0.965427,0.993507,0.000750,0.003800
fixed,50,250,34,fsb,0.771871,0.000000,0.000000,0.037436,0.858931,0.000072,0.003209
fixed,50,250,34,fsb,-0.640964,0.000000,0.000000,0.015994,0.498651,-0.000027,0.002928
fixed,50,250,34,fsb,-0.953332,0.000000,0.000000,0.023319,0.498620,0.000061,0.003931
fixed,50,250,34,fsb,-0.250513,0.380000,0.068644,0.000000,0.527398,0.000229,0.002820
fixed,50,250,34,fsb,0.171070,0.000000,0.000000,0.370403,0.843513,0.000686,0.003744
fixed,50,250,34,fsb,-0.490436,0.320000,0.065970,0.001372,0.499306,0.000016,0.001958
fixed,50,250,34,fsb,0.810376,0.000000,0.000000,0.000000,0.846184,0.000082,0.003409
fixed,50,250,34,fsb,-0.890971,0.060000,0.033586,0.000000,0.499203,0.000001,0.003661
fixed,50,250,34,fsb,0.197113,0.000000,0.000000,0.310615,0.821862,0.000635,0.003627
fixed,50,250,34,fsb,0.636684,0.000000,0.000000,0.249404,0.857067,0.000044,0.002917
fixed,50,250,34,fsb,0.889291,0.000000,0.000000,0.000000,0.808906,0.000112,0.004003
fixed,50,250,34,fsb,0.326343,0.300000,0.064807,0.193325,0.774724,0.000318,0.002992
fixed,50,250,34,fsb,-0.366079,0.460000,0.070484,0.000000,0.499929,0.000093,0.002498
fixed,50,250,34,fsb,0.525319,0.000000,0.000000,0.260811,0.819110,0.000049,0.002841
fixed,50,250,34,fsb,0.825138,0.000000,0.000000,0.000000,0.840033,0.000086,0.003501
fixed,50,250,34,fsb,0.036100,0.000000,0.000000,0.924571,0.985373,0.000761,0.003843
fixed,50,250,34,fsb,-0.077165,0.000000,0.000000,0.628300,0.922886,0.000585,0.003298
fixed,50,250,34,fsb,0.082657,0.000000,0.000000,0.713634,0.940038,0.000773,0.003920
fixed,50,250,34,fsb,0.055869,0.000000,0.000000,0.844445,0.968552,0.000771,0.003890
fixed,50,250,34,fsb,0.236254,0.000000,0.000000,0.248970,0.797507,0.000544,0.003422
fixed,50,250,34,fsb,0.753819,0.000000,0.000000,0.071351,0.862982,0.000068,0.003137
fixed,50,250,34,fsb,-0.821985,0.000000,0.000000,0.000000,0.499895,-0.000027,0.003565
fixed,50,250,34,fsb,-0.603530,0.000000,0.000000,0.082410,0.498397,-0.000020,0.002627
fixed,50,250,34,fsb,0.579159,0.000000,0.000000,0.269102,0.838996,0.000039,0.002878
fixed,50,250,34,fsb,-0.310739,0.260000,0.062032,0.000000,0.501407,0.000148,0.002719
fixed,50,250,34,fsb,0.345989,0.000000,0.000000,0.195611,0.774677,0.000274,0.002929
fixed,50,250,34,fsb,-0.214273,0.000000,0.000000,0.000000,0.576993,0.000291,0.002850
fixed,50,250,34,fsb,-0.032825,0.000000,0.000000,0.932392,0.986955,0.000673,0.003545
fixed,50,250,34,fsb,-0.891125,0.000000,0.000000,0.000000,0.499202,0.000002,0.003661
fixed,50,250,34,fsb,-0.588392,0.000000,0.000000,0.081281,0.498390,-0.000017,0.002498
fixed,50,250,34,fsb,0.492511,0.000000,0.000000,0.239431,0.807242,0.000065,0.002821
fixed,50,250,34,fsb,-0.594987,0.340000,0.066993,0.083053,0.498386,-0.000018,0.002554
fixed,50,250,34,fsb,-0.022048,0.000000,0.000000,0.970514,0.994272,0.000691,0.003601
fixed,50,250,34,fsb,0.263706,0.000000,0.000000,0.219765,0.786114,0.000475,0.003275
fixed,50,250,34,fsb,-0.263688,0.520000,0.070654,0.000000,0.516862,0.000209,0.002807
fixed,50,250,34,fsb,-0.514781,0.000000,0.000000,0.019518,0.499016,0.000006,0.002005
fixed,50,250,34,fsb,0.711544,0.000000,0.000000,0.152953,0.867117,0.000059,0.003016
fixed,50,250,34,fsb,0.632923,0.000000,0.000000,0.252933,0.856071,0.000043,0.002914
fixed,50,250,34,fsb,-0.609553,0.000000,0.000000,0.079100,0.498414,-0.000021,0.002678
fixed,50,250,34,fsb,-0.593368,0.000000,0.000000,0.082618,0.498387,-0.000018,0.002541
fixed,50,250,34,fsb,-0.577180,0.140000,0.049071,0.075940,0.498428,-0.000014,0.002404
fixed,50,250,34,fsb,-0.630030,0.480000,0.070654,0.045469,0.498548,-0.000025,0.002845
fixed,50,250,34,fsb,0.568320,0.000000,0.000000,0.271536,0.835085,0.000040,0.002871
fixed,50,250,34,fsb,-0.680428,0.240000,0.060399,0.000000,0.499040,-0.000032,0.003188
fixed,50,250,34,fsb,-0.504405,0.000000,0.000000,0.008193,0.499139,0.000010,0.001976
fixed,50,250,34,fsb,-0.339330,0.120000,0.045957,0.000000,0.499985,0.000118,0.002621
fixed,50,250,34,fsb,-0.753675,0.000000,0.000000,0.000000,0.499736,-0.000034,0.003472
fixed,50,250,34,fsb,-0.637726,0.000000,0.000000,0.023421,0.498618,-0.000026,0.002904
fixed,50,250,34,fsb,-0.244840,0.000000,0.000000,0.000000,0.532936,0.000238,0.002825
fixed,50,250,34,fsb,-0.864630,0.000000,0.000000,0.000000,0.499439,-0.000013,0.003610
fixed,50,250,34,fsb,-0.092118,0.000000,0.000000,0.494307,0.889941,0.000553,0.003217
fixed,50,250,34,fsb,-0.835635,0.000000,0.000000,0.000000,0.499760,-0.000024,0.003577
fixed,50,250,34,fsb,0.766700,0.000000,0.000000,0.048069,0.860238,0.000071,0.003187
fixed,50,250,34,fsb,-0.288712,0.000000,0.000000,0.000000,0.505419,0.000175,0.002770
fixed,50,250,34,fsb,-0.264483,0.120000,0.045957,0.000000,0.516300,0.000208,0.002806
fixed,50,250,34,fsb,0.447204,0.000000,0.000000,0.219338,0.792610,0.000104,0.002806
fixed,50,250,34,fsb,0.392279,0.360000,0.067882,0.200429,0.779665,0.000182,0.002836
fixed,50,250,34,fsb,0.759273,0.000000,0.000000,0.058836,0.861939,0.000069,0.003158
fixed,50,250,34,fsb,0.804735,0.000000,0.000000,0.000000,0.848345,0.000080,0.003375
fixed,50,250,34,fsb,0.343897,0.000000,0.000000,0.196512,0.774640,0.000278,0.002935
fixed,50,250,34,fsb,0.149295,0.220000,0.058583,0.430246,0.864699,0.000720,0.003823
fixed,50,250,34,fsb,0.920133,0.000000,0.000000,0.000000,0.793396,0.000131,0.004295
fixed,50,250,34,fsb,0.621989,0.000000,0.000000,0.262286,0.853031,0.000042,0.002906
fixed,50,250,34,fsb,-0.520569,0.000000,0.000000,0.023662,0.498948,0.000004,0.002027
fixed,50,250,34,fsb,0.406860,0.000000,0.000000,0.205110,0.782436,0.000158,0.002821
fixed,50,250,34,fsb,-0.660012,0.000000,0.000000,0.000000,0.498846,-0.000029,0.003063
fixed,50,250,34,fsb,0.020936,0.000000,0.000000,0.969727,0.994346,0.000748,0.003793
fixed,50,250,34,fsb,0.342868,0.000000,0.000000,0.196955,0.774621,0.000280,0.002938
fixed,50,250,34,fsb,0.418593,0.000000,0.000000,0.211636,0.785065,0.000141,0.002813
fixed,50,250,34,fsb,0.264138,0.000000,0.000000,0.219507,0.785963,0.000474,0.003272
fixed,50,250,34,fsb,0.257586,0.280000,0.063498,0.223412,0.788267,0.000491,0.003307
fixed,50,250,34,fsb,0.754741,0.000000,0.000000,0.069159,0.862809,0.000068,0.003141
fixed,50,250,34,fsb,0.758756,0.000000,0.000000,0.059620,0.862056,0.000069,0.003156
fixed,50,250,34,fsb,0.979806,0.000000,0.000000,0.000000,0.766979,0.000189,0.004940
fixed,50,250,34,fsb,-0.071873,0.000000,0.000000,0.675173,0.933174,0.000597,0.003327
fixed,50,250,34,fsb,0.469383,0.000000,0.000000,0.232926,0.799440,0.000082,0.002811
fixed,50,250,34,fsb,0.285341,0.520000,0.070654,0.207556,0.780022,0.000420,0.003165
fixed,50,250,34,fsb,0.907347,0.000000,0.000000,0.000000,0.799756,0.000123,0.004170
fixed,50,250,34,fsb,0.690165,0.000000,0.000000,0.186381,0.866348,0.000054,0.002976
fixed,50,250,34,fsb,-0.534493,0.320000,0.065970,0.035428,0.498791,-0.000001,0.002095
fixed,50,250,34,fsb,-0.435998,0.100000,0.042426,0.000000,0.499861,0.000044,0.002107
fixed,50,250,34,fsb,-0.442509,0.000000,0.000000,0.000000,0.499810,0.000040,0.002075
fixed,50,250,34,fsb,0.687764,0.240000,0.060399,0.189922,0.866162,0.000053,0.002973
fixed,50,250,34,fsb,-0.762274,0.000000,0.000000,0.000000,0.499827,-0.000034,0.003490
fixed,50,250,34,fsb,-0.503810,0.200000,0.056569,0.007701,0.499147,0.000010,0.001974
fixed,50,250,34,fsb,0.307775,0.000000,0.000000,0.199120,0.776203,0.000363,0.003063
fixed,50,250,34,fsb,0.397764,0.000000,0.000000,0.202006,0.780634,0.000173,0.002830
fixed,50,250,34,fsb,0.430956,0.000000,0.000000,0.218622,0.788149,0.000124,0.002808
fixed,50,250,34,fsb,-0.237571,0.040000,0.027713,0.000000,0.541317,0.000250,0.002831
fixed,50,250,34,fsb,0.705179,0.000000,0.000000,0.163844,0.867077,0.000057,0.003003
fixed,50,250,34,fsb,-0.185054,0.000000,0.000000,0.000000,0.639557,0.000347,0.002886
fixed,50,250,34,fsb,0.507466,0.000000,0.000000,0.253385,0.812557,0.000056,0.002829
fixed,50,250,34,fsb,-0.942714,0.000000,0.000000,0.004509,0.498727,0.000048,0.003866
fixed,50,250,34,fsb,0.720252,0.000000,0.000000,0.136739,0.866907,0.000060,0.003036
fixed,50,250,34,fsb,-0.535884,0.000000,0.000000,0.037449,0.498775,-0.000002,0.002103
fixed,50,250,34,fsb,-0.106359,0.000000,0.000000,0.369018,0.854718,0.000521,0.003145
fixed,50,250,34,fsb,0.076560,0.000000,0.000000,0.742281,0.946913,0.000774,0.003917
fixed,50,250,34,fsb,0.393172,0.000000,0.000000,0.200678,0.779819,0.000181,0.002835
fixed,50,250,34,fsb,0.625808,0.000000,0.000000,0.259265,0.854132,0.000042,0.002909
fixed,50,250,34,fsb,-0.631975,0.000000,0.000000,0.039897,0.498566,-0.000025,0.002860
fixed,50,250,34,fsb,-0.046894,0.000000,0.000000,0.860117,0.972521,0.000647,0.003467
fixed,50,250,34,fsb,-0.517806,0.000000,0.000000,0.022956,0.498980,0.000005,0.002016
fixed,50,250,34,fsb,-0.896076,0.000000,0.000000,0.000000,0.499162,0.000005,0.003674
fixed,50,250,34,fsb,-0.198025,0.120000,0.045957,0.000000,0.609601,0.000321,0.002867
fixed,50,250,34,fsb,0.288731,0.000000,0.000000,0.207018,0.779309,0.000411,0.003149
fixed,50,250,34,fsb,-0.260647,0.560000,0.070200,0.000000,0.519012,0.000213,0.002810
fixed,50,250,34,fsb,-0.643961,0.000000,0.000000,0.009408,0.498681,-0.000027,0.002951
fixed,50,250,34,fsb,0.528376,0.000000,0.000000,0.262234,0.820243,0.000048,0.002843
fixed,50,250,34,fsb,0.504040,0.000000,0.000000,0.248810,0.811329,0.000058,0.002827
fixed,50,250,34,fsb,-0.741180,0.000000,0.000000,0.000000,0.499594,-0.000035,0.003441
fixed,50,250,34,fsb,0.637592,0.000000,0.000000,0.248552,0.857308,0.000044,0.002918
fixed,50,250,34,fsb,0.595530,0.000000,0.000000,0.267268,0.844683,0.000039,0.002889
fixed,50,250,34,fsb,-0.528484,0.000000,0.000000,0.026698,0.498857,0.000001,0.002063
fixed,50,250,34,fsb,-0.891642,0.000000,0.000000,0.000000,0.499197,0.000002,0.003662
fixed,50,250,34,fsb,-0.464990,0.000000,0.000000,0.000000,0.499595,0.000028,0.001991
fixed,50,250,34,fsb,0.225870,0.000000,0.000000,0.256169,0.803022,0.000570,0.003478
fixed,50,250,34,fsb,0.333421,0.000000,0.000000,0.197520,0.774574,0.000302,0.002967
fixed,50,250,34,fsb,-0.237148,0.000000,0.000000,0.000000,0.541806,0.000250,0.002831
fixed,50,250,34,fsb,-0.790103,0.000000,0.000000,0.000000,0.500003,-0.000032,0.003533
fixed,50,250,34,fsb,0.621615,0.000000,0.000000,0.262582,0.852923,0.000042,0.002906
fixed,50,250,34,fsb,0.830270,0.000000,0.000000,0.000000,0.837790,0.000087,0.003536
fixed,50,250,34,fsb,0.686193,0.280000,0.063498,0.192242,0.865996,0.000053,0.002970
fixed,50,250,34,fsb,-0.436999,0.000000,0.000000,0.000000,0.499855,0.000043,0.002102
fixed,50,250,34,fsb,-0.227473,0.040000,0.027713,0.000000,0.555112,0.000267,0.002839
fixed,50,250,34,fsb,0.629467,0.000000,0.000000,0.256176,0.855156,0.000043,0.002912
fixed,50,250,34,fsb,-0.821113,0.000000,0.000000,0.000000,0.499903,-0.000027,0.003564
fixed,50,250,34,fsb,-0.089129,0.040000,0.027713,0.522163,0.896887,0.000559,0.003233
fixed,50,250,34,fsb,-0.751679,0.000000,0.000000,0.000000,0.499713,-0.000034,0.003467
fixed,50,250,34,fsb,0.122687,0.400000,0.069282,0.531476,0.893704,0.000751,0.003890
fixed,50,250,34,fsb,0.849820,0.000000,0.000000,0.000000,0.828689,0.000094,0.003676
fixed,50,250,34,fsb,-0.120104,0.000000,0.000000,0.260663,0.817725,0.000490,0.003082
fixed,50,250,34,fsb,-0.346749,0.000000,0.000000,0.000000,0.499911,0.000110,0.002590
fixed,50,250,34,fsb,-0.211592,0.000000,0.000000,0.000000,0.582070,0.000295,0.002852
fixed,50,250,34,fsb,0.365494,0.000000,0.000000,0.192177,0.775977,0.000232,0.002881
fixed,50,250,34,fsb,0.145982,0.160000,0.051846,0.439141,0.868096,0.000725,0.003833
fixed,50,250,34,fsb,0.781743,0.200000,0.056569,0.015351,0.856164,0.000074,0.003254
fixed,50,250,34,fsb,0.662719,0.000000,0.000000,0.224230,0.862746,0.000048,0.002941
fixed,50,250,34,fsb,-0.997386,0.000000,0.000000,0.088271,0.498377,0.000131,0.004296
fixed,50,250,34,fsb,0.836663,0.000000,0.000000,0.000000,0.834883,0.000090,0.003580
fixed,50,250,34,fsb,-0.993279,0.280000,0.063498,0.088729,0.498379,0.000124,0.004255
fixed,50,250,34,fsb,0.624441,0.000000,0.000000,0.260347,0.853738,0.000042,0.002908
fixed,50,250,34,fsb,-0.155158,0.280000,0.063498,0.039381,0.718721,0.000411,0.002954
fixed,50,250,34,fsb,0.639481,0.000000,0.000000,0.246840,0.857774,0.000044,0.002919
fixed,50,250,34,fsb,0.172678,0.200000,0.056569,0.365639,0.842046,0.000683,0.003737
fixed,50,250,34,fsb,0.448380,0.080000,0.038367,0.220607,0.792960,0.000103,0.002807
fixed,50,250,34,fsb,0.271351,0.000000,0.000000,0.214100,0.783702,0.000455,0.003235
fixed,50,250,34,fsb,-0.681190,0.000000,0.000000,0.000000,0.499047,-0.000032,0.003193
fixed,50,250,34,fsb,0.622130,0.000000,0.000000,0.262175,0.853071,0.000042,0.002906
fixed,50,250,34,fsb,0.968914,0.000000,0.000000,0.000000,0.771283,0.000176,0.004815
fixed,50,250,34,fsb,0.999316,0.000000,0.000000,0.000000,0.759995,0.000215,0.005173
fixed,50,250,34,fsb,0.907131,0.000000,0.000000,0.000000,0.799865,0.000123,0.004168
fixed,50,250,34,fsb,-0.929052,0.000000,0.000000,0.000000,0.498868,0.000033,0.003795
fixed,50,250,34,fsb,0.864216,0.000000,0.000000,0.000000,0.821600,0.000100,0.003789
fixed,50,250,34,fsb,0.231449,0.000000,0.000000,0.252146,0.800049,0.000556,0.003448
fixed,50,250,34,fsb,-0.448115,0.000000,0.000000,0.000000,0.499763,0.000037,0.002050
fixed,50,250,34,fsb,0.363758,0.000000,0.000000,0.192600,0.775827,0.000236,0.002885
fixed,50,250,34,fsb,-0.292230,0.000000,0.000000,0.000000,0.504531,0.000170,0.002764
fixed,50,250,34,fsb,-0.679101,0.000000,0.000000,0.000000,0.499029,-0.000032,0.003181
fixed,50,250,34,fsb,0.650319,0.000000,0.000000,0.237380,0.860296,0.000046,0.002928
fixed,50,250,34,fsb,0.520393,0.000000,0.000000,0.258625,0.817287,0.000051,0.002838
fixed,50,250,34,fsb,-0.381456,0.000000,0.000000,0.002567,0.499983,0.000081,0.002415
fixed,50,250,34,fsb,-0.007433,0.880000,0.045957,0.996398,0.999305,0.000714,0.003674
fixed,50,250,34,fsb,-0.526199,0.060000,0.033586,0.025102,0.498883,0.000002,0.002052
fixed,50,250,34,fsb,0.434485,0.000000,0.000000,0.218762,0.789077,0.000119,0.002808
fixed,50,250,34,fsb,0.347095,0.080000,0.038367,0.195254,0.774710,0.000271,0.002926
fixed,50,250,34,fsb,0.168771,0.140000,0.049071,0.377208,0.845609,0.000689,0.003753
